nome;idhm;idhmr;idhme;idhml
Juazeiro do Piauí (PI);0.57;0.753;0.47;0.522
Vitorino Freire (MA);0.57;0.688;0.477;0.563
Campo Alegre (AL);0.57;0.742;0.47;0.531
Maracanã (PA);0.57;0.764;0.454;0.534
Ituaçu (BA);0.57;0.77;0.425;0.565
São João (PE);0.57;0.768;0.426;0.565
Senador Georgino Avelino (RN);0.57;0.748;0.455;0.543
Casa Nova (BA);0.57;0.736;0.435;0.577
Cuitegi (PB);0.57;0.732;0.45;0.563
Graça (CE);0.57;0.755;0.477;0.514
Pitimbu (PB);0.57;0.753;0.456;0.538
Brotas de Macaúbas (BA);0.57;0.754;0.445;0.552
Esperantina (TO);0.57;0.715;0.524;0.495
Novo Airão (AM);0.57;0.776;0.434;0.551
São Francisco do Piauí (PI);0.57;0.744;0.448;0.557
Lizarda (TO);0.57;0.765;0.415;0.584
Mata Roma (MA);0.57;0.776;0.494;0.483
Riacho das Almas (PE);0.57;0.757;0.418;0.586
Araças (BA);0.57;0.744;0.462;0.54
Juru (PB);0.57;0.758;0.443;0.552
Nova Ibiá (BA);0.57;0.714;0.419;0.62
Lagoa de Dentro (PB);0.57;0.772;0.444;0.539
Serra Redonda (PB);0.57;0.772;0.424;0.565
Barreirinhas (MA);0.57;0.752;0.479;0.515
Parambu (CE);0.57;0.764;0.46;0.526
Santo Antônio do Retiro (MG);0.57;0.784;0.469;0.504
Japaratinga (AL);0.57;0.735;0.451;0.56
Caapiranga (AM);0.569;0.775;0.436;0.544
Japi (RN);0.569;0.726;0.48;0.528
Jandaíra (RN);0.569;0.709;0.462;0.561
Aiuaba (CE);0.569;0.749;0.474;0.518
São João da Ponte (MG);0.569;0.786;0.419;0.559
Governador Nunes Freire (MA);0.569;0.722;0.472;0.54
Igarapé do Meio (MA);0.569;0.687;0.506;0.53
Panelas (PE);0.569;0.778;0.433;0.546
Centenário (TO);0.569;0.7;0.461;0.571
Guajeru (BA);0.569;0.77;0.437;0.548
Maravilha (AL);0.569;0.742;0.46;0.539
Rio do Fogo (RN);0.569;0.738;0.457;0.546
Canhoba (SE);0.569;0.722;0.462;0.553
Taipu (RN);0.569;0.778;0.435;0.544
Sapé (PB);0.569;0.711;0.461;0.563
Congonhas do Norte (MG);0.568;0.746;0.433;0.566
Salgado de São Félix (PB);0.568;0.77;0.448;0.531
Messias (AL);0.568;0.714;0.46;0.557
Apicum-Açu (MA);0.568;0.718;0.483;0.529
Ourém (PA);0.568;0.727;0.438;0.575
Gonçalves Dias (MA);0.568;0.758;0.445;0.542
Careiro da Várzea (AM);0.568;0.779;0.45;0.523
Cortês (PE);0.568;0.707;0.478;0.541
Aurelino Leal (BA);0.568;0.759;0.434;0.555
Breu Branco (PA);0.568;0.781;0.422;0.555
Igreja Nova (AL);0.568;0.771;0.428;0.556
Anadia (AL);0.568;0.756;0.444;0.546
Porto da Folha (SE);0.568;0.739;0.462;0.537
Sucupira do Riachão (MA);0.568;0.761;0.447;0.538
Pedro Velho (RN);0.568;0.738;0.442;0.562
Caldas Brandão (PB);0.568;0.723;0.451;0.562
General Sampaio (CE);0.568;0.744;0.449;0.548
Riacho dos Cavalos (PB);0.568;0.752;0.447;0.546
Bananeiras (PB);0.568;0.766;0.43;0.555
Canindé de São Francisco (SE);0.567;0.741;0.435;0.566
Euclides da Cunha (BA);0.567;0.749;0.43;0.565
Camalaú (PB);0.567;0.77;0.431;0.549
Barra de Santana (PB);0.567;0.747;0.465;0.526
Pureza (RN);0.567;0.774;0.456;0.516
Boa Nova (BA);0.567;0.753;0.453;0.535
Jussari (BA);0.567;0.699;0.451;0.577
Nova Redenção (BA);0.567;0.723;0.471;0.534
Pedra (PE);0.567;0.743;0.445;0.55
Santa Helena de Minas (MG);0.567;0.723;0.474;0.531
Magalhães de Almeida (MA);0.567;0.729;0.499;0.502
Massaranduba (PB);0.567;0.747;0.441;0.552
Rodrigues Alves (AC);0.567;0.736;0.477;0.518
Araruna (PB);0.567;0.758;0.439;0.549
São Miguel do Aleixo (SE);0.567;0.753;0.424;0.571
Casinhas (PE);0.567;0.721;0.489;0.518
Juazeirinho (PB);0.567;0.753;0.435;0.557
Santa Rosa do Piauí (PI);0.567;0.699;0.483;0.539
Lagoa do Mato (MA);0.566;0.726;0.475;0.525
Livramento (PB);0.566;0.732;0.473;0.523
Manoel Vitorino (BA);0.566;0.741;0.456;0.538
São José do Jacuri (MG);0.566;0.749;0.417;0.582
Pimenteiras (PI);0.566;0.774;0.423;0.553
Santo Antônio dos Lopes (MA);0.566;0.714;0.465;0.547
Nova Colinas (MA);0.566;0.749;0.481;0.502
Serra Preta (BA);0.566;0.732;0.459;0.541
Taperoá (BA);0.566;0.754;0.426;0.566
Cubati (PB);0.566;0.742;0.448;0.545
Mulungu do Morro (BA);0.566;0.753;0.466;0.517
Major Isidoro (AL);0.566;0.755;0.424;0.566
Calçado (PE);0.566;0.731;0.468;0.529
Barcelona (RN);0.566;0.726;0.442;0.564
Jatobá do Piauí (PI);0.566;0.78;0.442;0.525
Teofilândia (BA);0.566;0.737;0.431;0.571
Cristino Castro (PI);0.566;0.713;0.434;0.586
Uruoca (CE);0.566;0.745;0.485;0.503
Vista Serrana (PB);0.566;0.773;0.424;0.554
Concórdia do Pará (PA);0.566;0.741;0.438;0.56
Jardim de Angicos (RN);0.565;0.74;0.437;0.557
Coivaras (PI);0.565;0.732;0.453;0.543
Bodocó (PE);0.565;0.745;0.445;0.543
Cantanhede (MA);0.565;0.774;0.468;0.497
Mulungu (PB);0.565;0.778;0.423;0.548
Mato Grosso (PB);0.565;0.76;0.419;0.566
Camamu (BA);0.565;0.71;0.452;0.562
Buriti dos Lopes (PI);0.565;0.735;0.452;0.544
Feliz Deserto (AL);0.565;0.708;0.462;0.55
Boa Vista do Ramos (AM);0.565;0.75;0.484;0.496
Governador Archer (MA);0.565;0.687;0.481;0.545
São José de Princesa (PB);0.565;0.765;0.443;0.533
Prata do Piauí (PI);0.565;0.764;0.448;0.527
Inhambupe (BA);0.565;0.757;0.429;0.556
São José de Caiana (PB);0.565;0.762;0.434;0.545
Canápolis (BA);0.565;0.732;0.463;0.531
Senhora do Porto (MG);0.565;0.802;0.378;0.595
Vila Nova do Piauí (PI);0.565;0.685;0.471;0.559
Sambaíba (MA);0.565;0.728;0.456;0.542
Filadélfia (BA);0.565;0.726;0.45;0.553
Olho D'Água das Flores (AL);0.565;0.752;0.422;0.568
Buritirama (BA);0.565;0.761;0.471;0.504
São José do Divino (PI);0.565;0.775;0.44;0.529
Palmópolis (MG);0.565;0.738;0.437;0.559
Cacimba de Dentro (PB);0.564;0.777;0.419;0.551
Francinópolis (PI);0.564;0.722;0.475;0.523
Pilõezinhos (PB);0.564;0.802;0.421;0.532
Gararu (SE);0.564;0.783;0.422;0.544
Pio Ix (PI);0.564;0.758;0.44;0.538
Sítio do Mato (BA);0.564;0.774;0.509;0.455
Josenópolis (MG);0.564;0.782;0.424;0.541
Igaci (AL);0.564;0.774;0.424;0.547
Itapororoca (PB);0.564;0.757;0.437;0.543
Alenquer (PA);0.564;0.779;0.436;0.529
Teotônio Vilela (AL);0.564;0.7;0.466;0.549
Coelho Neto (MA);0.564;0.728;0.454;0.544
Rafael Jambeiro (BA);0.564;0.768;0.435;0.538
Água Azul do Norte (PA);0.564;0.797;0.399;0.563
Sítio Novo (MA);0.564;0.774;0.456;0.509
Peritoró (MA);0.564;0.774;0.464;0.499
Galinhos (RN);0.564;0.723;0.429;0.578
Araripe (CE);0.564;0.759;0.459;0.515
Baixa Grande do Ribeiro (PI);0.564;0.751;0.446;0.537
Madeiro (PI);0.563;0.772;0.489;0.472
Almadina (BA);0.563;0.751;0.421;0.563
Bom Conselho (PE);0.563;0.704;0.433;0.585
Presidente Juscelino (RN);0.563;0.713;0.453;0.552
Eirunepé (AM);0.563;0.756;0.431;0.548
Codajás (AM);0.563;0.775;0.421;0.546
Salgadinho (PB);0.563;0.739;0.454;0.531
Presidente Juscelino (MA);0.563;0.743;0.532;0.452
Minador do Negrão (AL);0.563;0.767;0.43;0.541
Vertente do Lério (PE);0.563;0.726;0.461;0.532
Heliópolis (BA);0.563;0.748;0.437;0.547
Faro (PA);0.563;0.756;0.47;0.501
Patos do Piauí (PI);0.563;0.755;0.448;0.529
Porto Alegre do Piauí (PI);0.563;0.732;0.452;0.539
Lagoa (PB);0.563;0.747;0.448;0.533
São Miguel da Baixa Grande (PI);0.563;0.774;0.413;0.557
Ilha Grande (PI);0.563;0.708;0.472;0.534
Piçarra (PA);0.563;0.792;0.402;0.561
Cajueiro (AL);0.562;0.691;0.473;0.542
Marcolândia (PI);0.562;0.7;0.438;0.578
Canudos (BA);0.562;0.707;0.453;0.554
Brejo da Madre de Deus (PE);0.562;0.734;0.417;0.581
Ponta de Pedras (PA);0.562;0.773;0.412;0.558
Sebastião Leal (PI);0.562;0.736;0.467;0.516
Brejo (MA);0.562;0.758;0.454;0.517
Malhada (BA);0.562;0.734;0.454;0.532
Itatuba (PB);0.562;0.742;0.436;0.549
Itaguaçu da Bahia (BA);0.562;0.74;0.435;0.55
Orizânia (MG);0.562;0.778;0.414;0.551
Potengi (CE);0.562;0.759;0.441;0.529
Novo Oriente do Piauí (PI);0.562;0.775;0.418;0.547
Trairão (PA);0.562;0.763;0.392;0.594
Nazarezinho (PB);0.562;0.747;0.449;0.528
Itatira (CE);0.562;0.747;0.463;0.514
Cajazeiras do Piauí (PI);0.562;0.752;0.449;0.525
Palmeirais (PI);0.562;0.776;0.443;0.515
Jundiá (AL);0.562;0.715;0.434;0.573
Barra de Santa Rosa (PB);0.562;0.753;0.434;0.542
Pedro Laurentino (PI);0.562;0.746;0.496;0.479
Areia de Baraúnas (PB);0.562;0.68;0.462;0.566
Ilha das Flores (SE);0.562;0.735;0.469;0.514
Matias Olímpio (PI);0.562;0.779;0.438;0.521
Bom Lugar (MA);0.562;0.741;0.493;0.486
Cândido Mendes (MA);0.561;0.745;0.456;0.52
Tutóia (MA);0.561;0.722;0.451;0.543
Marcionílio Souza (BA);0.561;0.737;0.463;0.518
Caatiba (BA);0.561;0.752;0.406;0.579
Poço Verde (SE);0.561;0.751;0.417;0.563
Bonito (BA);0.561;0.685;0.467;0.552
Jatobá (MA);0.561;0.702;0.481;0.522
Paulino Neves (MA);0.561;0.72;0.511;0.481
Geminiano (PI);0.561;0.755;0.446;0.524
Dirceu Arcoverde (PI);0.561;0.718;0.436;0.563
Monsenhor Hipólito (PI);0.561;0.739;0.404;0.591
Atalaia (AL);0.561;0.752;0.431;0.545
Turiaçu (MA);0.561;0.776;0.461;0.493
Bonito (PE);0.561;0.754;0.42;0.559
Socorro do Piauí (PI);0.561;0.739;0.465;0.513
Joselândia (MA);0.561;0.743;0.445;0.533
Passagem Franca do Piauí (PI);0.561;0.758;0.393;0.594
Itaporanga D'Ajuda (SE);0.561;0.779;0.414;0.548
Anori (AM);0.561;0.757;0.433;0.54
Antônio Cardoso (BA);0.561;0.768;0.422;0.544
América Dourada (BA);0.561;0.751;0.464;0.506
João Costa (PI);0.561;0.752;0.46;0.51
Una (BA);0.56;0.71;0.424;0.584
São Gonçalo do Gurguéia (PI);0.56;0.701;0.438;0.572
Campo Grande do Piauí (PI);0.56;0.721;0.446;0.545
Nordestina (BA);0.56;0.743;0.467;0.507
Boqueirão do Piauí (PI);0.56;0.729;0.434;0.555
Planalto (BA);0.56;0.738;0.428;0.557
Eldorado dos Carajás (PA);0.56;0.757;0.405;0.572
Amaturá (AM);0.56;0.773;0.455;0.499
Pilões (PB);0.56;0.767;0.409;0.559
Arraial (PI);0.56;0.761;0.449;0.514
Sericita (MG);0.56;0.776;0.375;0.602
Borba (AM);0.56;0.776;0.425;0.532
Conde (BA);0.56;0.705;0.451;0.551
Fagundes (PB);0.56;0.749;0.432;0.543
Ourolândia (BA);0.56;0.701;0.459;0.547
Goianésia do Pará (PA);0.56;0.743;0.404;0.585
Japoatã (SE);0.56;0.7;0.455;0.551
São João da Varjota (PI);0.559;0.708;0.46;0.536
Fátima (BA);0.559;0.686;0.459;0.554
Granja (CE);0.559;0.778;0.453;0.495
Gentio do Ouro (BA);0.559;0.743;0.45;0.523
São João da Canabrava (PI);0.559;0.726;0.446;0.539
Betânia (PE);0.559;0.742;0.441;0.533
Campestre (AL);0.559;0.729;0.435;0.55
Pedra Grande (RN);0.559;0.773;0.43;0.526
Pajeú do Piauí (PI);0.559;0.732;0.427;0.56
Irituia (PA);0.559;0.763;0.427;0.536
Presidente Tancredo Neves (BA);0.559;0.727;0.424;0.566
Quebrangulo (AL);0.559;0.775;0.421;0.536
Saloá (PE);0.559;0.744;0.421;0.559
Arataca (BA);0.559;0.758;0.413;0.557
Olindina (BA);0.559;0.81;0.403;0.534
Nova Olinda do Norte (AM);0.558;0.78;0.412;0.541
São Sebastião da Boa Vista (PA);0.558;0.76;0.439;0.52
Espírito Santo (RN);0.558;0.748;0.423;0.549
Alto Alegre do Pindaré (MA);0.558;0.774;0.483;0.465
Morpará (BA);0.558;0.732;0.444;0.536
Ibirapitanga (BA);0.558;0.748;0.415;0.561
Pedra Preta (RN);0.558;0.752;0.435;0.53
Borborema (PB);0.558;0.75;0.426;0.544
Caraí (MG);0.558;0.781;0.405;0.549
Bom Jesus das Selvas (MA);0.558;0.751;0.431;0.537
Jacaraú (PB);0.558;0.72;0.435;0.554
Palestina (AL);0.558;0.735;0.467;0.505
Bernardino Batista (PB);0.558;0.716;0.462;0.526
Rio Vermelho (MG);0.558;0.787;0.389;0.566
Guaratinga (BA);0.558;0.766;0.406;0.559
Santo Antônio do Itambé (MG);0.558;0.794;0.408;0.537
Baraúna (PB);0.558;0.718;0.459;0.526
Beneditinos (PI);0.557;0.78;0.394;0.561
Campo Alegre de Lourdes (BA);0.557;0.778;0.43;0.516
Careiro (AM);0.557;0.779;0.431;0.515
São Félix de Balsas (MA);0.557;0.778;0.43;0.517
Imaculada (PB);0.557;0.715;0.461;0.524
Palmeira do Piauí (PI);0.557;0.704;0.431;0.57
Lago Verde (MA);0.557;0.731;0.466;0.508
Tobias Barreto (SE);0.557;0.702;0.404;0.609
Barra de Santo Antônio (AL);0.557;0.732;0.428;0.552
Barra (BA);0.557;0.75;0.457;0.503
Montanhas (RN);0.557;0.7;0.447;0.553
Serra Azul de Minas (MG);0.557;0.809;0.398;0.537
Cansanção (BA);0.557;0.745;0.438;0.53
Floresta Azul (BA);0.557;0.731;0.431;0.548
Barreiras do Piauí (PI);0.557;0.73;0.423;0.56
Santa Cruz do Arari (PA);0.557;0.775;0.461;0.483
São José dos Basílios (MA);0.557;0.719;0.48;0.501
Presidente Sarney (MA);0.557;0.752;0.472;0.486
Jequiá da Praia (AL);0.556;0.772;0.43;0.517
Jaguaripe (BA);0.556;0.763;0.407;0.552
São José dos Cordeiros (PB);0.556;0.778;0.407;0.542
Palmeirândia (MA);0.556;0.715;0.492;0.488
Gurinhém (PB);0.556;0.728;0.435;0.544
Flores (PE);0.556;0.745;0.423;0.544
Ninheira (MG);0.556;0.784;0.418;0.525
Buriticupu (MA);0.556;0.708;0.455;0.533
Santa Luzia (BA);0.556;0.768;0.396;0.564
São Miguel do Tapuio (PI);0.556;0.78;0.434;0.508
Itabaianinha (SE);0.556;0.761;0.407;0.555
Formosa da Serra Negra (MA);0.556;0.774;0.459;0.485
Venha-Ver (RN);0.555;0.722;0.473;0.501
Andaraí (BA);0.555;0.764;0.415;0.54
Tufilândia (MA);0.555;0.709;0.481;0.502
Cocal de Telha (PI);0.555;0.78;0.399;0.55
Novo Oriente de Minas (MG);0.555;0.754;0.4;0.568
Várzea Nova (BA);0.555;0.685;0.46;0.543
Jurema (PI);0.555;0.767;0.435;0.511
Tanque D'Arca (AL);0.555;0.748;0.43;0.531
Riachão do Poço (PB);0.555;0.748;0.426;0.537
Pacatuba (SE);0.555;0.731;0.454;0.514
Seridó (PB);0.555;0.714;0.453;0.528
Teolândia (BA);0.555;0.756;0.418;0.541
Santa Quitéria do Maranhão (MA);0.555;0.76;0.458;0.49
Caraíbas (BA);0.555;0.739;0.405;0.57
Amarante do Maranhão (MA);0.555;0.716;0.441;0.541
Curralinhos (PI);0.555;0.762;0.438;0.512
Nova Soure (BA);0.555;0.712;0.439;0.548
São Bento do Norte (RN);0.555;0.76;0.415;0.541
Joaquim Nabuco (PE);0.554;0.676;0.449;0.561
Novo Aripuanã (AM);0.554;0.759;0.421;0.532
Tacaimbó (PE);0.554;0.748;0.423;0.536
Nova Santa Rita (PI);0.554;0.77;0.425;0.52
Novo Triunfo (BA);0.554;0.769;0.43;0.513
Avelino Lopes (PI);0.554;0.722;0.442;0.532
Alto Alegre do Maranhão (MA);0.554;0.744;0.444;0.516
São Luis do Piauí (PI);0.554;0.757;0.433;0.52
Oliveira dos Brejinhos (BA);0.554;0.747;0.427;0.533
Penalva (MA);0.554;0.693;0.472;0.519
Bela Vista do Maranhão (MA);0.554;0.735;0.45;0.515
Itaquara (BA);0.553;0.763;0.411;0.539
Cajapió (MA);0.553;0.72;0.505;0.466
Riachão do Bacamarte (PB);0.553;0.721;0.417;0.561
Imbé de Minas (MG);0.553;0.744;0.397;0.572
Jiquiriçá (BA);0.553;0.763;0.397;0.558
Monte Alegre de Sergipe (SE);0.553;0.726;0.431;0.539
Francisco Macedo (PI);0.553;0.701;0.425;0.567
Lagoa de Pedras (RN);0.553;0.734;0.436;0.529
Água Preta (PE);0.553;0.761;0.432;0.514
Capitão Gervásio Oliveira (PI);0.553;0.725;0.464;0.503
Várzea Branca (PI);0.553;0.743;0.44;0.518
Cristinápolis (SE);0.553;0.755;0.414;0.54
Cruz do Espírito Santo (PB);0.552;0.778;0.408;0.531
Placas (PA);0.552;0.77;0.404;0.541
Bujaru (PA);0.552;0.779;0.437;0.495
Lagoa da Canoa (AL);0.552;0.703;0.443;0.541
Quipapá (PE);0.552;0.743;0.427;0.53
Jaramataia (AL);0.552;0.701;0.451;0.532
Itaipé (MG);0.552;0.759;0.388;0.57
Cardeal da Silva (BA);0.552;0.735;0.437;0.523
São João do Tigre (PB);0.552;0.758;0.424;0.523
Ibimirim (PE);0.552;0.706;0.446;0.533
Xexéu (PE);0.552;0.703;0.436;0.549
Caracol (PI);0.552;0.771;0.409;0.533
Apuarema (BA);0.552;0.735;0.413;0.555
São José do Jacuípe (BA);0.552;0.726;0.417;0.555
Iguaí (BA);0.552;0.786;0.382;0.559
São José do Piauí (PI);0.552;0.7;0.423;0.569
Junco do Maranhão (MA);0.552;0.69;0.443;0.55
Lagoa dos Gatos (PE);0.551;0.725;0.416;0.555
Manoel Urbano (AC);0.551;0.767;0.373;0.586
Barra do Choça (BA);0.551;0.77;0.386;0.563
Tacima (PB);0.551;0.726;0.45;0.513
Boa Vista do Tupim (BA);0.551;0.729;0.447;0.514
Belém do Piauí (PI);0.551;0.696;0.448;0.537
Tomar do Geru (SE);0.551;0.746;0.432;0.52
Porto Real do Colégio (AL);0.551;0.758;0.431;0.513
Matões (MA);0.55;0.739;0.434;0.519
Jucati (PE);0.55;0.681;0.451;0.541
Lagoa Alegre (PI);0.55;0.728;0.425;0.538
Ielmo Marinho (RN);0.55;0.766;0.418;0.521
Ipubi (PE);0.55;0.712;0.433;0.541
Maranhãozinho (MA);0.55;0.719;0.465;0.497
Cumaru do Norte (PA);0.55;0.795;0.33;0.635
Ipecaetá (BA);0.55;0.776;0.424;0.506
Santa Luzia (MA);0.55;0.7;0.452;0.525
Morro do Chapéu do Piauí (PI);0.55;0.742;0.418;0.536
São João do Araguaia (PA);0.55;0.741;0.424;0.53
Água Fria (BA);0.55;0.747;0.422;0.529
Cajazeirinhas (PB);0.55;0.773;0.413;0.521
Domingos Mourão (PI);0.55;0.755;0.403;0.547
Jandaíra (BA);0.55;0.749;0.435;0.511
Parazinho (RN);0.549;0.719;0.424;0.543
São Sebastião (AL);0.549;0.714;0.432;0.537
Água Branca (AL);0.549;0.728;0.432;0.527
Palmeirina (PE);0.549;0.681;0.438;0.554
Santa Cruz (PE);0.549;0.722;0.438;0.522
Dom Inocêncio (PI);0.549;0.756;0.439;0.498
Saúde (BA);0.549;0.685;0.442;0.546
Capoeiras (PE);0.549;0.746;0.419;0.529
Muquém de São Francisco (BA);0.549;0.761;0.445;0.488
Altamira do Maranhão (MA);0.549;0.719;0.473;0.486
Paulo Ramos (MA);0.549;0.677;0.447;0.546
Carauari (AM);0.549;0.745;0.416;0.534
São Vicente Ferrer (PE);0.549;0.715;0.414;0.558
Araçagi (PB);0.549;0.745;0.412;0.54
Porto (PI);0.549;0.758;0.406;0.537
Ipirá (BA);0.549;0.748;0.39;0.568
Mari (PB);0.548;0.692;0.429;0.553
Anapu (PA);0.548;0.788;0.371;0.563
Pariconha (AL);0.548;0.754;0.416;0.526
Juripiranga (PB);0.548;0.677;0.448;0.544
Capitão Poço (PA);0.548;0.747;0.385;0.573
Aporá (BA);0.548;0.751;0.425;0.516
Rurópolis (PA);0.548;0.764;0.392;0.548
Buriti (MA);0.548;0.714;0.48;0.479
Arara (PB);0.548;0.712;0.407;0.569
Algodão de Jandaíra (PB);0.548;0.749;0.413;0.532
Santa Maria do Cambucá (PE);0.548;0.735;0.393;0.571
São Domingos (PB);0.548;0.754;0.394;0.555
Gilbués (PI);0.548;0.753;0.38;0.574
Fartura do Piauí (PI);0.548;0.738;0.441;0.506
São Miguel de Taipu (PB);0.548;0.721;0.443;0.516
Tonantins (AM);0.548;0.779;0.416;0.508
Aroeiras (PB);0.548;0.745;0.411;0.537
Jacuípe (AL);0.548;0.755;0.41;0.532
Morros (MA);0.548;0.706;0.48;0.485
Serraria (PB);0.547;0.779;0.392;0.536
Brejão (PE);0.547;0.725;0.417;0.54
Ouro Branco (AL);0.547;0.7;0.434;0.538
Moju (PA);0.547;0.757;0.375;0.578
Muaná (PA);0.547;0.775;0.391;0.54
Nilo Peçanha (BA);0.547;0.762;0.404;0.531
Flores do Piauí (PI);0.547;0.704;0.443;0.525
Igarapé-Miri (PA);0.547;0.77;0.413;0.514
Jeremoabo (BA);0.547;0.689;0.424;0.561
Santa Brígida (BA);0.546;0.71;0.431;0.533
Caém (BA);0.546;0.701;0.434;0.535
Monção (MA);0.546;0.704;0.464;0.499
Coronel José Dias (PI);0.546;0.725;0.433;0.518
Icatu (MA);0.546;0.727;0.472;0.475
Bom Jesus da Serra (BA);0.546;0.749;0.407;0.535
Adustina (BA);0.546;0.718;0.432;0.526
Cajueiro da Praia (PI);0.546;0.739;0.4;0.551
Lajedinho (BA);0.546;0.753;0.413;0.522
Doutor Ulysses (PR);0.546;0.791;0.362;0.57
Benedito Leite (MA);0.546;0.719;0.426;0.531
Bonito (PA);0.546;0.77;0.398;0.531
São José da Vitória (BA);0.546;0.686;0.429;0.553
Cachoeira do Arari (PA);0.546;0.778;0.398;0.525
Santa Luzia do Pará (PA);0.546;0.724;0.424;0.53
Mirador (MA);0.545;0.74;0.451;0.485
Terezinha (PE);0.545;0.711;0.425;0.536
Luzilândia (PI);0.545;0.7;0.42;0.55
Dona Inês (PB);0.545;0.69;0.447;0.524
Santa Luzia do Itanhy (SE);0.545;0.764;0.414;0.513
Lagoa Real (BA);0.545;0.764;0.395;0.535
Batalha (PI);0.545;0.755;0.398;0.54
Boa Vista do Gurupi (MA);0.545;0.681;0.461;0.515
Nova Canaã (BA);0.545;0.789;0.37;0.554
Santa Maria das Barreiras (PA);0.544;0.783;0.37;0.555
Campinas do Piauí (PI);0.544;0.776;0.397;0.524
Quijingue (BA);0.544;0.689;0.434;0.539
Itiúba (BA);0.544;0.775;0.398;0.521
Fruta de Leite (MG);0.544;0.792;0.37;0.548
Wenceslau Guimarães (BA);0.544;0.752;0.383;0.558
Encruzilhada (BA);0.544;0.754;0.4;0.533
Santa Filomena (PI);0.544;0.789;0.385;0.53
Governador Luiz Rocha (MA);0.544;0.692;0.459;0.508
Wall Ferraz (PI);0.544;0.708;0.443;0.513
Campos Lindos (TO);0.544;0.738;0.377;0.578
Quatipuru (PA);0.543;0.732;0.397;0.55
Frei Lagonegro (MG);0.543;0.749;0.412;0.519
Crisópolis (BA);0.543;0.765;0.387;0.542
Itagi (BA);0.543;0.694;0.426;0.543
Manaíra (PB);0.543;0.698;0.426;0.537
Presidente Jânio Quadros (BA);0.542;0.772;0.386;0.533
Parnarama (MA);0.542;0.758;0.416;0.504
Bonfim do Piauí (PI);0.542;0.707;0.415;0.542
Centro do Guilherme (MA);0.542;0.707;0.442;0.51
Caetanos (BA);0.542;0.725;0.409;0.536
Currais (PI);0.542;0.743;0.438;0.49
Vargem Grande (MA);0.542;0.768;0.425;0.487
Morro Cabeça no Tempo (PI);0.542;0.774;0.435;0.472
Mirangaba (BA);0.542;0.685;0.454;0.512
Setubinha (MG);0.542;0.743;0.4;0.536
Alto Alegre (RR);0.542;0.813;0.379;0.518
Pedro Régis (PB);0.542;0.754;0.399;0.529
Mãe D'Água (PB);0.542;0.712;0.429;0.52
Pio Xii (MA);0.541;0.727;0.408;0.535
São Benedito do Rio Preto (MA);0.541;0.749;0.452;0.468
São José dos Ramos (PB);0.541;0.738;0.406;0.527
Matinhas (PB);0.541;0.747;0.4;0.531
Limoeiro do Ajuru (PA);0.541;0.754;0.425;0.493
Natuba (PB);0.541;0.71;0.432;0.516
Aveiro (PA);0.541;0.748;0.45;0.47
Riacho Frio (PI);0.541;0.761;0.431;0.483
Taquarana (AL);0.541;0.71;0.421;0.529
Luís Correia (PI);0.541;0.73;0.398;0.544
Monte Formoso (MG);0.541;0.765;0.396;0.523
Jucuruçu (BA);0.541;0.751;0.415;0.508
Porto de Pedras (AL);0.541;0.769;0.379;0.542
Caridade do Piauí (PI);0.541;0.715;0.426;0.52
Canhotinho (PE);0.541;0.725;0.403;0.543
Padre Marcos (PI);0.541;0.699;0.427;0.531
Lagoa do Sítio (PI);0.541;0.745;0.421;0.504
Ladainha (MG);0.541;0.754;0.391;0.537
Itainópolis (PI);0.541;0.725;0.401;0.545
Brejo Grande (SE);0.54;0.701;0.435;0.515
Dário Meira (BA);0.54;0.771;0.392;0.522
Ribeirão do Largo (BA);0.54;0.759;0.366;0.566
São Luís Gonzaga do Maranhão (MA);0.54;0.716;0.438;0.503
Salitre (CE);0.54;0.732;0.434;0.497
Anagé (BA);0.54;0.771;0.371;0.549
Catuji (MG);0.54;0.771;0.382;0.534
Miguel Alves (PI);0.539;0.742;0.396;0.533
Várzea da Roça (BA);0.539;0.775;0.374;0.539
Feijó (AC);0.539;0.723;0.388;0.559
Tarauacá (AC);0.539;0.72;0.392;0.554
Monteirópolis (AL);0.539;0.71;0.443;0.497
São João de Pirabas (PA);0.539;0.753;0.393;0.529
Riachão do Dantas (SE);0.539;0.781;0.381;0.527
Floresta do Piauí (PI);0.538;0.753;0.391;0.53
Bom Jardim (MA);0.538;0.75;0.4;0.519
Maetinga (BA);0.538;0.751;0.368;0.565
Senador Alexandre Costa (MA);0.538;0.689;0.435;0.52
Campinápolis (MT);0.538;0.803;0.324;0.597
Biritinga (BA);0.538;0.738;0.402;0.525
Timbiras (MA);0.537;0.73;0.427;0.498
Paranatama (PE);0.537;0.703;0.418;0.528
Novo Repartimento (PA);0.537;0.741;0.376;0.557
São Joaquim do Monte (PE);0.537;0.741;0.381;0.549
Cachoeira Grande (MA);0.537;0.773;0.476;0.422
Bacurituba (MA);0.537;0.681;0.479;0.474
Campo Alegre do Fidalgo (PI);0.537;0.762;0.385;0.528
Bonito de Minas (MG);0.537;0.776;0.388;0.514
Capinzal do Norte (MA);0.537;0.698;0.43;0.517
Correntes (PE);0.536;0.726;0.385;0.551
São Luís do Quitunde (AL);0.536;0.701;0.4;0.55
Araponga (MG);0.536;0.76;0.339;0.597
Sebastião Barros (PI);0.536;0.77;0.394;0.508
